抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/03/06,11:05:40,462772,0,0,0,0,0,【网贷体验】体验网贷，欢乐消费,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时05分,,0,258,zhuyanlai,HR,10,10,0,0,0,0,0,0,网贷体验,男,25,已婚,高中,自置无按揭,是,我今年26岁，学业没有什么成就，早早进入社会打拼，好在有贵人相助，总算衣食无忧，小有成就，现投资一家快捷酒店，开始营业，希望通过此平台结交志同道合的朋友共同赢利,此笔款项因为金额有限，所以用来消费，现有一房地产项目需要有实力的资金的朋友共同合作，欢迎实地考察，,快捷酒店目前三个月的流水式21万月，还款能力自认为没有任何问题
2014/03/06,11:05:43,462773,0,0,0,0,0,【累积信用】借款消费、网上消费等,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时07分,,0,474,xtiiihc,HR,16,10,0,0,0,0,0,0,累计信用,男,28,已婚,中专,与父母共住,没有,我是阳江市鸿星五金制品有限公司的财会,个人消费、网上消费等等,我的月收入4000元一个月
2014/03/06,11:05:46,462774,0,0,0,0,0,【实体经营】第一标，信用借款，用于资金周转，顺便累积信用,3000,13,7,等额本息，每月还款,448,0.00,投标已结束,,2014/3/3,0,198,luozhaochang,E,37,30,0,7,1,1,0,1,,,,,,,,我一个经营电子经销部的个体工商户，营业执照注册时间2010年6月,第一是体验网贷，毕竟3000元没什么用。累积信用，为借款更多。,每月盈利5000+，不用担心还款能力，如今社会，个人信用很重要。
2014/03/06,11:05:51,462775,0,0,0,0,0,【实体经营】本人学校老师，自己经营一个美术学校，还款速度快.,3000,24,7,等额本息，每月还款,464,100.00,借款成功,,2014/3/1,18,174,xo1521,E,26,20,1,0,0,0,0,1,,,,,,,,我是陕西商贸学校老师，现在自己经一个美术培训学校，,我想把学校继续扩大，,每个月有固定收入，学生培训费收入，
2014/03/06,11:05:55,462776,0,0,0,0,0,【网贷体验】体验网贷，积累信用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时09分,,0,180,zhangcheng59818,HR,11,10,0,0,0,0,0,0,网贷体验,男,42,已婚,本科,自置无按揭,没有,72年出生的我，现为一自由职业者。,体验网贷，积累信用的，看看是否实用方便。,自有资金富裕，还款没问题。
2014/03/06,11:05:57,462777,0,0,0,0,0,【实体经营】做生意急要30万,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时10分,,0,66,lxm000368,HR,10,10,0,0,0,0,0,0,实体经营,女,43,已婚,中专,自置有按揭,是,我有自已店面和实力急要30万现在,所有电动工具都要我批发的,我有能力还的三个月后就有现在还的
2014/03/06,11:06:01,462778,0,0,0,0,0,网络购物标，置办家电,4444,20,7,等额本息，每月还款,678,100.00,投标已结束,,2014/3/1,26,126,sjkaka_520,E,45,70,2,5,1,1,0,1,,,,,,,,网络购物标，置办家电,网络购物标，置办家电,网络购物标，置办家电
2014/03/06,11:06:06,462779,0,0,0,0,0,【个人消费】想通过此种方式借款买车,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时10分,,0,258,wskmnm715,HR,11,10,0,0,0,0,0,0,个人消费,男,34,已婚,大专,自置无按揭,没有,本人原供销社职工子弟，现入职深圳建业建筑工程有限公司，担任质检员及安全员。,想借款买人生的第一辆车，希望过段时间可以提升到自己想要的信用额度。,本人月薪6500元，老家有房租收入，不用负担老人，现老婆用所有积蓄投资广西桂林一家经济型酒店，两年后回本。
2014/03/06,11:06:09,462780,0,0,0,0,0,【网贷体验】从来没有使用过网贷。想体验一下,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时11分,,0,246,zequan,HR,15,10,0,0,0,0,0,0,网贷体验,男,21,未婚,高中,与父母共住,没有,我是四川广电网络的一名运行维护技术员,从来没有是用过网贷想体验一下,我每个月都有固定的工资收入，没有负债所以不用担心还款问题。
2014/03/06,11:06:13,462781,0,0,0,0,0,【实体经营】2014年广告生意变好，流动资金,4320,22,6,等额本息，每月还款,767,100.00,借款成功,,2014/3/1,13,120,ncllong,HR,20,10,2,1,0,0,0,0,,,,,,,,我是一名常州广告店的老板 目前有5名员工，年营业额八十万左右，在无锡和上海有分店,资本运营 流动资金 投资机器,月营业额7万左右，利润20%左右，经营情况良好 有注册
2014/03/06,11:06:16,462782,0,0,0,0,0,【个人消费】投资，需要交纳房租,3000,22,12,等额本息，每月还款,281,100.00,借款审批中,,2014/3/1,14,234,ccjljs,HR,10,10,0,0,0,0,0,0,,,,,,,,能够还清借款，暂时急用,和朋友合伙搞个投资，缴纳房租。钱不够,有稳定工作，韩国企业，工资在3000元-4000元
2014/03/06,11:06:18,462783,0,0,0,0,0,想开个寝室小店 没资金,1000,23,7,等额本息，每月还款,155,100.00,投标已结束,,2014/3/1,3,24,liunian1019,E,29,20,1,4,0,1,0,0,,,,,,,,在校大学生 想做点事 有还款能力,在寝室开个寝室小卖部 赚点钱,家里每月按时打钱 有还款能力 自己签订了定向培养 有工资
2014/03/06,11:06:21,462784,0,0,0,0,0,【网贷体验】自己打算让女朋友在网上开个网店 让她自己去弄,3000,13,9,等额本息，每月还款,352,0.00,正在预审,10天00时15分,,0,162,yundada33,HR,10,10,0,0,0,0,0,0,网贷体验,男,23,未婚,中专,自置无按揭,没有,我是一个货车司机 一个月也有4000多的工资 但是不想拿钱给女朋友开网店 想让她自己弄 就想着你门帮下忙,给女朋友开网店..让她自己打发一下时间,我在开半挂拖头车 一个月有4500的工资
2014/03/06,11:06:25,462785,0,0,1,0,0,【个人消费】年后资金短期周转,4621,13,6,等额本息，每月还款,800,100.00,投标已结束,,2014/3/1,13,294,1561708088,C,88,75,14,6,1,1,0,1,,,,,,,,自营公司，有流水有收入，稳定可靠,主要是小额的资金周转及支付,有足够的收入进行偿付，前段时间的逾期视由于钱包被盗，导致卡片挂失，本人的卡号不能变更，所以需要银行重新制相同的卡号的卡，所以拖了一段时间。非常抱歉
2014/03/06,11:06:31,462786,0,0,1,0,0,【实体经营】建材店资金周转.,3000,13,12,等额本息，每月还款,268,100.00,借款成功,,2014/3/5,9,300,easy0902,E,26,20,1,0,0,0,0,1,,,,,,,,我自己经营一家建材装饰材料于一体的建材店，自己经营已有一年多 每月进账2-3万 年营业额20万以上,进货 资金周转 由于客户订货和店内实收定金的差距 所以用于中段的资金周转,每月的进账2-3万 所以还款是没有任何问题的
2014/03/06,11:06:34,462787,0,0,0,0,0,【网贷体验】用于追加与人合伙投资费用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时16分,,0,150,yxh_691,HR,10,10,0,0,0,0,0,0,网贷体验,女,45,已婚,大专,自置有按揭,没有,我是电视台职员，是一名科员，已工作22年。,正在与人合伙做生意，首次在网上试试借款,在市中心买房，按揭中，一直银行信用良好
2014/03/06,11:06:38,462788,0,0,0,0,0,【累积信用】累计信用。累计信用。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时17分,,0,366,sun199biaa,HR,19,10,0,3,0,0,0,0,累计信用,男,27,已婚,大专,其他,是,累计信用。累计信用。,累计信用。累计信用。,累计信用。累计信用。
2014/03/06,11:06:41,462789,0,0,0,0,0,【个人消费】想借款用完3月份的支出,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时17分,,0,378,zzzzhh112,HR,10,10,0,0,0,0,0,0,个人消费,男,21,未婚,大专,与父母共住,没有,我是普通的一名城镇大学生，有一个普通的家庭,因为在去学校路途中钱包遗失了，又不想向家里要钱，所以想借点用完3月份，日后我会去兼职还清借款,加上每月的生活费和做的兼职收入一定能在规定时间内还清借款
2014/03/06,11:06:44,462790,0,0,0,0,0,【个人消费】信任我，&#20540;得你拥有,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时21分,,0,528,gmk7560255,HR,10,10,0,0,0,0,0,0,个人消费,男,22,未婚,中专,其他,没有,我是一名保安，本人坚守岗位,买电瓶车方便上夜班，,我一个月基本可以存1000
2014/03/06,11:06:48,462791,0,0,0,0,0,【网商经营】需要借一笔流动资金！,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时20分,,0,156,lonka0009,HR,10,10,0,0,0,0,0,0,网商经营,男,38,未婚,本科,与父母共住,是,我是一名淘宝骨灰网商,需要借一笔流动资金！,买家货款到就可以还钱了，就缺流动资金！
2014/03/06,11:06:50,462792,0,0,0,0,0,累积信用，争取第一笔借款成功,3000,20,3,等额本息，每月还款,1034,100.00,投标已结束,,2014/3/1,16,216,qhscc,E,26,20,0,3,0,0,0,1,,,,,,,,本人做内衣批发的，线上做阿里巴巴，线下也有稳定的交易量，收入稳定,累积信用，提高信用，做备货周转资金,每月都有稳定的收入，还款能力没问题
2014/03/06,11:06:54,462793,0,0,0,0,0,第三次借款了，还款有保证,11000,20,10,等额本息，每月还款,1203,100.00,借款成功,,2014/3/1,34,162,Jiaweimsg,E,50,30,3,1,1,1,0,1,,,,,,,,刚装完房子，结婚。借钱周转下,用于个人消费，跟朋友借钱伤感情，跟银行借钱太麻烦,在联想工作5年了，有稳定的收入。每个月还款是收入的20%
2014/03/06,11:06:57,462794,0,0,0,0,0,【其他】因工作摩托车坏了 需要换车,3000,13,12,等额本息，每月还款,268,0.00,投标已结束,,2014/3/1,0,126,yqy2508924030,HR,10,10,0,1,0,0,0,0,,,,,,,,我叫阳青元，工作时间5年，12年至今在当地申通快递从事业务员工作，月薪2500--3000，有还款能力,因送货的摩托车坏了，继续现金购买。,有固定工作，固定收入，绝对做到每月准时还款
2014/03/06,11:07:00,462795,0,0,0,0,0,【累积信用】累计个人的信用度,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时23分,,0,402,xj350669625,HR,10,10,0,0,0,0,0,0,累计信用,女,25,已婚,高中,自置无按揭,没有,我是一名平面设计师 已婚,累积个人信用度 希望以后能得到更多的帮助,有工作 有住房 有自主的行为能力
2014/03/06,11:07:03,462796,0,0,0,0,0,【个人消费】家用电器短路损坏急于购买,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时22分,,0,582,shizhipe,E,36,30,0,1,0,1,0,1,个人消费,男,33,已婚,大专,自置无按揭,没有,我是在一家上市公司做基层管理工作的一名员工，月收入在2000元左右。,购买冰箱及彩电，因为家里的电器由于短路有几样被损坏已添置了一些。,我的工资收入在2000元左右，还有其它的各项费用及效益大概在1000元左右用于还款不会有问题
2014/03/06,11:07:06,462797,0,0,1,0,0,【网商经营】多次借款，主要用来生意周转，信用良好，请大家放心,6800,13,12,等额本息，每月还款,607,100.00,借款成功,,2014/3/1,20,156,chenwenyuan,E,35,20,4,3,0,1,0,0,,,,,,,,本人主要是做咖啡生意，有公司跟实体店和淘宝店铺,用来淘宝跟实体店周转，另外又跟朋友投资了点别的项目，所以急需这笔钱周转,本人生意稳定，每个月的生意收入足够还清贷款
2014/03/06,11:07:10,462798,0,0,0,0,0,【实体经营】经营自己的超市，需要资金上货,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时26分,,0,186,wangling9732,HR,13,10,0,1,0,0,0,0,实体经营,女,33,已婚,初中及以下,自置无按揭,没有,我有自己的超市，需要资金上货，以便货源不断,需要这笔钱进货，以便货源不断,每个月给我基本上有3500的收入，除了家庭开支有所剩余将近2000，可以还贷款
2014/03/06,11:07:13,462799,0,0,0,0,0,用于网店推广、货源补充，望贵人相助！,4000,22,9,等额本息，每月还款,487,100.00,投标已结束,,2014/3/1,18,474,kioort,E,27,10,1,1,1,0,0,0,,,,,,,,本人系淘宝店主，经营状况呈上升状态。虽然店铺资质尚浅，但我们用心经营，具备良好发展空间！,该贷款主要用于店铺推广，日常资金流动，货源补充等等,店铺现阶段月营业额3000到5000左右，按9个月还款期限，具备还款能力，另外我们每月也会累积资金，做好还款规划。多谢支持！
2014/03/06,11:07:16,462800,0,0,1,0,0,【个人消费】年初搬家，买些电器。百分百的信誉。嘿嘿,3400,13,12,等额本息，每月还款,304,100.00,投标已结束,,2014/3/1,10,156,jinaiya520,E,31,20,2,1,1,1,0,0,,,,,,,,从事房地产行业，已经快三年了。收入稳定，，还款信誉百分百保证，可以看记录。呵呵,考虑搬家离公司近些的地方，买些电器。还有经营拍拍贷信誉。,房地产上市公司，工作稳定，薪酬稳定。谢谢大家的投。
2014/03/06,11:07:20,462801,0,0,0,0,0,【个人消费】需要购入微软surface,3000,13,12,等额本息，每月还款,268,0.00,投标已结束,,2014/3/1,0,396,fz1035478434,HR,10,10,0,1,0,0,0,0,,,,,,,,杨敬元、数码产品爱好者,我想买一个微软surface,每日做临时兼职日收入可以达到90元
2014/03/06,11:07:23,462802,0,0,0,0,0,【个人消费】为见女朋友父母做准备.就周转几个月,3000,24,12,等额本息，每月还款,284,100.00,投标已结束,,2014/3/1,21,654,qq786844517,HR,10,10,0,1,0,0,0,0,,,,,,,,我今年23岁 现在 在一家鞋厂上班月薪2800--3500 借这个钱只是暂时周转一下,我过完年刚出来. 现在女朋友的父母在这个月15号要见我 希望可以借来应应急.,我的收入来源于我的工资 现在我的工资2800保底 包吃住 合同签了一年的 每个月换几百 百分之百没问题.
2014/03/06,11:07:26,462803,0,0,0,0,0,【个人消费】奶奶年纪大了，配个助听器,3000,13,7,等额本息，每月还款,448,0.00,,,2014/3/4,0,348,jun10660,HR,17,10,0,5,0,0,0,0,,,,,,,,我现在在一家公社上班有6年时间了,奶奶年纪大了，听力也不好，计划配个助听器,在一家事业单位上班，一个月工资在2600元，按时还款
2014/03/06,11:07:30,462804,0,0,0,0,0,【实体经营】资金周转 需要高端产品替补空白 故申请资金 请予协助为盼,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时33分,,0,210,xffygz,HR,12,10,0,0,0,0,0,0,实体经营,男,41,已婚,大专,自置无按揭,没有,以前供职于国资大型企业 因为年轻不甘普通 自己创业于05年 因为爱好和兴趣虽经历风雨不改初衷 实体经营9年有余 本人大专学历 男 年龄41 已婚 为创业暂时没要孩子 待事业有成再徒享受生活。。。,产品特点新潮时尚个性 消费群体定位于追求享受生活的成功人士及消费力强的年轻人为主 目前处于上升阶段 需要高端产品替补空白 故申请资金 请予协助为盼,有房 无车 房为一次性购买 年销售额180万左右 利润百分之三十五 有偿还能力 只是为升级自身而暂时借款
2014/03/06,11:07:33,462805,0,0,0,0,0,新婚购买家里散件,3000,22,10,等额本息，每月还款,332,100.00,投标已结束,,2014/3/1,10,264,ACB2400001,HR,16,10,0,2,0,0,0,0,,,,,,,,本人做汽车租赁很多年 可以在网上查询菏泽龙腾车行有一定的还款能力 谢谢大家的信任,预计3月底结婚 想弄这笔钱体验下网购 谢谢大家支持,我有信用卡三家银行的 额度是10000 名下有汽车
2014/03/06,11:07:36,462806,0,0,1,0,0,【个人消费】客户要求当时现金返点，公司无现返规定，没有这订单无法完成任务,3000,13,7,等额本息，每月还款,447,100.00,借款成功,,2014/3/5,8,306,slla119,HR,23,20,1,0,0,0,0,1,,,,,,,,目前就任于奥维思市场营销公司，主要负责淮南市的药品销售。,与客户签了一份订单，客户要求现返，但公司规定二个月以后返，如不现返的话客户取消订单，我的任务也无法完成,每个月工资约五千元，除去正常开支，能保留二千元，还款无压力
2014/03/06,11:07:39,462807,0,0,0,0,0,【实体经营】红蜻蜓皮鞋和三六一度运动品牌货物周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时38分,,0,192,WKP123,E,29,20,0,0,0,0,0,1,实体经营,男,40,已婚,初中及以下,自置无按揭,是,18岁做生意一直到现在，我想把生意做大做强,红蜻蜓和三六一度货物资金周转,有一栋5层房子和一辆车奥迪A6，还有两个门面做的红蜻蜓和三六一店门面
2014/03/06,11:07:42,462808,0,0,0,0,0,【实体经营】扩大经营想开分店,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时38分,,0,102,lcwtxwd831717,HR,21,20,0,0,0,0,0,1,实体经营,男,37,已婚,大专,自置无按揭,是,我开此店了一年多，生意非常好,想扩大经营再开一家分店,我的月收入平均在三万左右
2014/03/06,11:07:46,462809,0,0,0,0,0,【累积信用】个人消费，第一次试试看。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时38分,,0,102,zhf15896378345,HR,23,20,0,0,0,0,0,1,累计信用,男,35,已婚,大专,自置有按揭,没有,我姓名：张浩峰职业：餐厅经理,个人消费还有就是我第一次在你们这贷款试试看！,我月收入5000——7000
2014/03/06,11:07:50,462810,0,0,0,0,0,【个人消费】急需还信用卡，到时务必还款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时37分,,0,336,dyk52000,HR,10,10,0,0,0,0,0,0,个人消费,男,23,未婚,大专,与父母共住,没有,我在一个私企上班，目前工资3000多一点,急需还信用卡，现在自己工资不够还,每月工资做保障，按时还款
2014/03/06,11:07:52,462811,0,0,0,0,0,淘宝诚信卖家 备货资金周转，第4次借款,5000,20,6,等额本息，每月还款,883,100.00,借款审批中,,2014/3/1,3,60,taohong88,E,45,20,3,1,1,1,0,0,,,,,,,,我是淘宝一个普通卖家，借过3次都还上了。,现在又到了旺季多备些货。现在淘宝生意越来越好。资金和货物也慢慢的积压的比较多。春季多预备点货，一年新的开始。,我有稳定的业余兼职收入。还款对我来讲不是问题。曾经借过3次都还上了。信誉就是我的生命。不会为了这点点钱就迷失自我。我也感谢资助我的人们。不会让你们失望的。
2014/03/06,11:07:55,462812,0,0,0,0,0,【其他】每个月能及时给在读的弟弟妹妹汇生活费，在结工资后存下还款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时41分,,0,72,ll1993614027,HR,10,10,0,0,0,0,0,0,其他,男,20,未婚,大专,与父母共住,没有,我来自农村，道路桥梁专业，目前在广西钦州市钦州至灵山一级路的工地担任试验员兼施工员。毕业于广西公路技工学校，现还在读函授！因为我这个岗位不属于固定公司岗位，所以多方面原因不能在银行贷款，但不是信用问题，本人并未开通过任何信用卡之类！,我想用这笔款项在工地个体老板没发工资时能给在读的弟弟妹妹汇500元的生活费，因为工地老板是不按月发的，有时两个月，但一般不超过三个月。因老板一个多月没发工资，且现今是开学时期，除去我本身5000学费，只剩弟弟生活费不能及时补上，故需帮助！谢谢,因为我是刚工作第一年，还不算熟手，现今的月基本工资为2500，加班另外算，出去我每个月的生活费，以及函授材料等各种开支，剩余近一千八，所以我具有还款能力，如有好心人帮助，在此衷心感谢！
2014/03/06,11:08:00,462813,0,0,0,0,0,上网购买一台手机,4000,22,12,等额本息，每月还款,375,100.00,投标已结束,,2014/3/1,20,282,weijun0613,E,36,20,1,3,1,1,0,0,,,,,,,,有固定收入，有能力按时还款,手机坏了。想换台手机,有稳定的工作，有稳定收入。能按时还款
2014/03/06,11:08:04,462814,0,0,0,0,0,【实体经营】我是负责酒店营销的，想前期投点广告费用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时40分,,0,294,wanruwei,HR,10,10,0,0,0,0,0,0,实体经营,男,47,离婚,本科,集体宿舍,没有,我是发电厂下属的明珠宾馆负责销售的，今年是第一年考核绩效，我想试试我的能力,想增加点酒店的广告费用,我每月有工资4000，另加上销售提成
2014/03/06,11:08:08,462815,0,0,0,0,0,【个人消费】个人消费贷款，个人消费贷款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时41分,,0,702,liuyanxin,HR,16,10,0,5,0,0,0,0,个人消费,男,25,未婚,初中及以下,租用,没有,个人消费，个人消费，个人消费,个人消费个人消费个人消费,上班族，月薪4500
2014/03/06,11:08:12,462816,0,0,0,0,0,【网商经营】投资理财，资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时44分,,0,642,hongzld,HR,10,10,0,0,0,0,0,0,网商经营,男,31,已婚,大专,自置无按揭,没有,本人以前在种子公司从事种子生产工作6年，现在在甘肃新洲矿业公司上班，今年刚跳槽。,本人一直对投资理财感兴趣，刚跳槽手头有点紧张，想借点款周转一下。,新公司待遇还行，在我们当地来说已经算是中上收入，工资3500
2014/03/06,11:08:16,462817,0,0,0,0,0,【实体经营】借钱周转。自己开的店面需要资金周转，铺货,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时48分,,0,234,yuxinhui101,HR,10,10,0,0,0,0,0,0,实体经营,男,25,已婚,中专,租用,没有,我每个月有一定的收入。可以按时还款,开修理店，需要资金铺货，,我自己有一定的资金流量，老婆上班每个月有工资，还款可以及时
2014/03/06,11:08:21,462818,0,0,0,0,0,【实体经营】自己创业体验老板的感觉,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时49分,,0,792,L976155762,HR,10,10,0,0,0,0,0,0,实体经营,男,21,未婚,中专,与父母共住,是,12345678910,12345678910,12345678910
2014/03/06,11:08:24,462819,0,0,0,0,0,【个人消费】用来维持家庭生活,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时49分,,0,150,a2024766863,HR,10,10,0,0,0,0,0,0,个人消费,女,39,未婚,初中及以下,其他,没有,我想现在家庭不富裕，希望借钱维持,来维持家庭的生计，好好生活,在这段时间里找一份工作，还款，谢谢！
2014/03/06,11:08:27,462820,0,0,0,0,0,【实体经营】本人要开个中型超市需要20000元希望在这里可以得到帮助谢谢,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时49分,,0,108,zhengkun,HR,10,10,0,0,0,0,0,0,实体经营,男,26,未婚,初中及以下,与父母共住,没有,我是一个曾经犯过错误的人，可是这对我来说是一个人生的改变我不会放弃我现在的想法,我想开一家超市可是我自己的资金不够想在这里想得到你们的帮助 谢谢,我想如果我的想法可以实现会很快还上的这个我要谢谢借我钱的好心朋友
2014/03/06,11:08:30,462821,0,0,0,0,0,【个人消费】购买家装电器设备,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时51分,,0,198,lsw8703,HR,10,10,0,0,0,0,0,0,个人消费,男,27,未婚,大专,与父母共住,没有,目前就职于台资企业管理部工程师,购买家装生活用品及其他个人消费,月薪4000元左右，可以按时还款
2014/03/06,11:08:33,462822,0,0,0,0,0,【实体经营】盖个超市卖日杂烟酒,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时51分,,0,84,robin123,HR,10,10,0,0,0,0,0,0,实体经营,男,25,已婚,本科,自置有按揭,是,我已经结婚了，有车有房，有地,租个门面做超市零售日杂烟酒,我有固定收入放心，我父母有退休工资
2014/03/06,11:08:36,462823,0,0,0,0,0,【其他】我需要这笔钱做五金生意无证,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时51分,,0,114,63781429aa,HR,10,10,0,0,0,0,0,0,其他,男,21,未婚,初中及以下,其他,没有,关于我有能力还这笔钱,我需要这笔钱做五金生意无证,每个月有3000元消费
2014/03/06,11:08:39,462824,0,0,0,0,0,【个人消费】过完年后需要购买手机,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时53分,,0,270,yoje75,HR,10,10,0,0,0,0,0,0,个人消费,男,39,离婚,本科,租用,没有,过完年后需要购买手机,过完年后需要购买手机,每月固定工资可保障还款
2014/03/06,11:08:43,462825,0,0,0,0,0,【网商经营】准备扩大备货量上报活动,3000,22,12,等额本息，每月还款,281,100.00,投标已结束,,2014/3/1,28,270,z7416160,HR,17,10,0,1,0,0,0,0,,,,,,,,本人家庭一般这个是我的自主创业不想依靠家人目前无经济压力,今年准备扩大淘宝备货量争取今年成为大卖家月销万件,本人无外债本来今年准备买房 的现在先把这个淘宝先做起来请大家支持
2014/03/06,11:08:46,462826,0,0,0,0,0,【其他】结婚购房，需借款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时51分,,0,84,sujianbo123,HR,13,10,0,3,0,0,0,0,其他,男,23,未婚,中专,自置无按揭,没有,本人个体工商户，经营酒水批发,结婚需要购置新房，在此借款、,本人酒水批发，月销售额在8000元左右
2014/03/06,11:08:49,462827,0,0,0,0,0,【实体经营】店面升级，重新装修用。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时51分,,0,60,lwy0120,HR,10,10,0,0,0,0,0,0,实体经营,男,34,已婚,大专,自置无按揭,是,本人是本地卫浴品牌代理商。,为了配合厂家新产品，和保证店面的形象，店面一般经过三年左右就会进行重新装修。,我经营店面五年了，现在是一个品牌卫浴的地区代理，年销售额75万。
2014/03/06,11:08:54,462828,0,0,0,0,0,【累积信用】网站体验，累计信用,3000,22,7,等额本息，每月还款,461,100.00,投标已结束,,2014/3/1,6,480,wei_13707110191,HR,10,10,0,1,0,0,0,0,,,,,,,,淘宝店主一枚，做大码女装。信誉快五钻了,第一呢借款累计一下信誉，方便以后借款。第二呢，做做网店直通车推广。,能按期还款，能一次性还款。信誉第一，绝不逾期
2014/03/06,11:08:57,462829,0,0,1,0,0,【网商经营】资金周转，进货需求,3000,13,12,等额本息，每月还款,268,100.00,借款成功,,2014/3/4,8,90,lusn,HR,14,10,1,1,0,0,0,0,,,,,,,,我经营电子商务公司，现从事网站开发、微商成开发，还有淘宝店和阿里巴巴店，主营民族产品和东南亚的特色商品。,"大量采购货物,资金周转需要",我有自己的公司，注册资金100万，公司名称为云南帅恩科技有限公司；有自己的阿里巴巴店，网址www.0086sn.1688.com
2014/03/06,11:09:01,462830,0,0,0,0,0,【实体经营】你好，我是自己创业，现在还差一点就可以开业了，希望大家支持,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时55分,,0,408,zuokehua,HR,10,10,0,0,0,0,0,0,实体经营,男,24,已婚,高中,自置有按揭,没有,我是安徽人，定居在无锡，今年25岁，已婚，姓名左克华，,我现在开个足浴店，急需资金周转，谢谢大家支持,我也想过，这是一次性投资，每个月的营业额应该可以还贷，还有我老婆在上班，月收入在4000左右
2014/03/06,11:09:05,462831,0,0,0,0,0,【个人消费】购买一台三星39寸液晶电视,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时58分,,0,120,wxd92815364,HR,10,10,0,0,0,0,0,0,个人消费,男,25,未婚,大专,自置无按揭,是,个人收入稳定 借此机会想与拍拍网成立良好的合作关系 并长期合作 以备不时之需,想更换一台好一点的家用液晶电视,每月正常收入6000元左右
2014/03/06,11:09:08,462832,0,0,0,0,0,【实体经营】需要店面扩展，还差一些费用。大学生创业。希望能帮助我,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天00时55分,,0,78,Joycellp,HR,10,10,0,0,0,0,0,0,实体经营,女,26,未婚,本科,自置无按揭,没有,我是一名大学生，毕业后自己经营一个店铺。从事外贸服装这一块。,我需要这笔款项是用来扩展店的服务范围，自己有一些，可是还是不够。,我每个月银行固定流水最少有4000-12000。
2014/03/06,11:09:11,462833,0,0,0,0,0,【个人消费】第一次尝试下拍拍贷 以后好用可以长期申请！,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时57分,,0,144,882503cdd,HR,14,10,0,0,0,0,0,0,个人消费,男,26,未婚,大专,与父母共住,没有,我现在就职在福建省三明市佳锋铸造有限公司！当厂长的职位！,第一次尝试下用拍拍贷的功能！,我年薪一年就是15万！
2014/03/06,11:09:13,462834,0,0,0,0,0,【其他】累积信用，资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天00时56分,,0,168,lx789456lx,HR,10,10,0,0,0,0,0,0,其他,女,21,已婚,高中,与父母共住,没有,我现在想创业，有路子，但是缺资金。,我用这笔钱做前期投资，努力经营。,我做生意赚钱了就能还钱，我对自己很有信心。
